,Unnamed: 0,tweet,label
1436,1436,no watching tv for the family since fucked up  gave 48 72 hrs timeframe well  way beyond that  terrible customer service  switch ,1
1437,1437,idiot stick blocked me  couldnt handle all these facts,0
1438,1438,i have never bitched about a loss  this one was bad  cant make plays like this with so m…,1
1439,1439,you must be fkin retarded to throw that away pal  your loss u nastay thang x,0
1440,1440,finna get a dual cam engine for my honda and swap out the ugly ass 18in rims its riding on rn,1
1441,1441,no matter what you fucking say or what you do  im done  gone ,1
1442,1442,fuck off and die   ,1
1443,1443,my son hate wen people trying to feel him he be kicking everyones hands like bitch moveeee,1
1444,1444,beyoncé petty and annoying for this lil ass kitty kat video  its still  tho ,1
1445,1445,its so fucking annoying when you go out of your way for someone and they dont even appreciate it ,1
1446,1446,my ex    stupid bitch via,1
1447,1447,retard alert    ,1
1448,1448,she didnt support aq so idiots like smeared her as an assadist  go re…,1
1449,1449,my god youre a fucking idiot who just sexualized a toddler for wanting breast milk,1
1450,1450,if children are so awful get a hysterectomy and stop being a whiny cunt,1
1451,1451,i used to hate this   crack used to always be all out   had to fix my pants every 3 mins   them damn drawstring pan…,1
1452,1452,i hate when a song reminds me of someone i give 0 fucks about,1
1453,1453,the worst thing a nigga can do is make his bitch look stupid,1
1454,1454,throwing her shells on the floor like a fucking savage   [photo credit    ,1
1455,1455,fuck yessssss    ,1
1456,1456,yet there are a lot of stupid asses who still vote liberal ,1
1457,1457,if you fwm bitches gone hate on you just cause you with me,1
1458,1458,fuck yess its heree    for,1
1459,1459,theres no tentacle porn in the assclass ao3 archive  im fucking disappointed,1
1460,1460,when i go home im watching cartoons with my baby all night with his bad ass ,1
1461,1461,worst question to ask a nigga      what are we   ,0
1462,1462,having to walk through town with no makeup for my prom trial has got to be the worst thing never felt so minging,1
1463,1463,when someones idiot tendencies get in the way of your money,1
1464,1464,damn smell stays in there for days  hate it  ,1
1465,1465,grim are u fucking kidding me ive watches on melancholy hill about twelve times do you think i dont know this,1
1466,1466,you retarded if you think pineapple on pizza trash,1
1467,1467,hey wassup u bad energy spreading motherfucker,1
1468,1468,dont ask me  thats why capital punishment is so fucking stupid,1
1469,1469,horse face hoe stop playing before i show the world yo lil ugly ass,1
1470,1470,your a miserable bitch i feel sorry for you,1
1471,1471,please tell me ivanka hid the nuclear codes  isis calls trump an idiot and tells u s  to await bloodbath,1
1472,1472,nigga at da end of the day we all would be gone  or somewhere else  and speakin about it is not gonna fucking matter ,1
1473,1473,my mood swings are fucking terrible ,1
1474,1474,having this idiot on the natl security council is just as idiotic to think that trump has the nuclear codes,1
1475,1475,if you still hate this nigga ,1
1476,1476,im literally fucking shaking rn       ,1
1477,1477,fucking pet peeve     ,1
1478,1478,in my life all i need is some hennessy a bad bitch and a bag of weed the holy trinity,1
1479,1479,yea it looks fucking retarded,1
1480,1480,fucking bitch   they literally tried giving yal the fucking game           ,1
1481,1481,i hate when im tryna sleep then start thinking about dick,1
1482,1482,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1483,1483,jesus  the get out sequel looks fucking terrifying,1
1484,1484,worst fucking week  i want to be on an island  like 80% seriousness 20% laughing at the situations ive been in ,1
1485,1485,i hate clingy ass people  dont text me 100 times  dont be all over me  just no ,1
1486,1486,every time you this youll piss off an ugly homophobe ️,1
1487,1487,82% of ugly niggas ask for a hug ,1
1488,1488,i hate when guys call their girls bitches and hoes  thats your girl  you respect her ,1
1489,1489,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1490,1490,fuck loveeee      ,1
1491,1491,so yes you could say that but then you would look like an idiot or an ignorant trump ass sucking bitch in doing so ,1
1492,1492,ive been doing some research and i think the problem is that people are actually stupid fucking idiots ,1
1493,1493,bomb their asses too they are in on this crap with assad as is iran,1
1494,1494,damn snapchat spectacles r so sick,1
1495,1495,this bitch gave me an iced coffee and im still sick af ,1
1496,1496,stop  letting  idiots  ruin  your  day ,0
1497,1497, this boss was an efficiency fetishizing gig economy loving douchebag but thats another story  ,1
1498,1498,i just dont understand why party shittys managers are so fucking annoying with their favoritism,1
1499,1499,except for 5% of people   everyones either a fucking retard a fucking thot or fucking a fag,1
1500,1500,booooooooo     you bunch of fucking crooks   ,1
1501,1501,probably does one of the fucking stupid handshakes with her after hes finished on the nest ,1
1502,1502,bad bitches dont take days off,1
1503,1503,i think my worst nightmare is bein in a barbers ig post  my hair not gettin fucked up for likes,1
1504,1504,beyoncé petty and annoying for this lil ass kitty kat video  its still  tho ,1
1505,1505,im literally a fucking retard when it comes to math,1
1506,1506,we about to murder some mutha fucking saviors tonight bitches ,1
1507,1507, takes headphones to grocery store to avoid hearing idiots speak ,1
1508,1508,jobs  remember them you fucking idiot  j   o   b   s   ,1
1509,1509,retard,1
1510,1510,so anyways i hate courtney this bitch is a disgrace for the community,1
1511,1511,bad bitches dont take days off,1
1512,1512,except for 5% of people   everyones either a fucking retard a fucking thot or fucking a fag,1
1513,1513,hey guys did you know uhmmmmmm i fuckin hate mself mmmmmmmmmm m,1
1514,1514,im getting extremely frustrated cuz my wwe network keeps glitching   idk if its the network or shitty service  but its pissing me off    ,1
1515,1515,i hate when someone pass away and then everybody act like they were so close to them  bitch shut up and let these people gr…,1
1516,1516,fucking obama ,0
1517,1517,triple h and stephs entrance was bad ass af  the soa fan in me was freaking out ,1
1518,1518,tour   dublin   fucking hell     ️,0
1519,1519,i hate when people text with no emotion  like damn ur boring ,1
1520,1520, what the fuck was that     im out here wasting my time    do that again your punished   ,1
1521,1521,my retarded ass,1
1522,1522,this is why he shouldve never been elected president    fucking hate that asshole,1
1523,1523,bad bitches dont take days off,1
1524,1524,islamic state says u s  being run by an idiot | reuters,1
1525,1525,man  i hate to give exposure to idiot trolls  but this is almost to the level of performance art ,1
1526,1526,will someone shut this fucking idiot up  embarrassing,1
1527,1527,i need me a bad bitch to takeover my snapchat i get up to 43k views on snap dm me  takeover  if u tryna make ya sna…,1
1528,1528,soul savior   democracy = hypocricy  f s f cover   obey  obey  obey the fucking rules  ,1
1529,1529,i wanna be fucked   i learn here,1
1530,1530,im reading something and this fucking stupid boy is gonna make me cry and im gonna blow up if he does what i think hes gonna do  i s2g  djdk,1
1531,1531,idiot trump supporters who voted against their interests deserve 0 sympathy  f them for putting others in danger too ht…,1
1532,1532,coke executives when pepsi made that stupid ass insensitive ad,1
1533,1533,im a nasty ass freak when i like you  ,1
1534,1534,i wanna be fucked   lets have a chat  ,1
1535,1535,if krishna is fucking then how can idiot yogi stop it  ,1
1536,1536,shes a bad ass,0
1537,1537,im 7ft you retard i would advince you think before you speak,1
1538,1538,i had a very bad day on anniversary   my supervisor and workmates just a group of bitches besides i hate my part time job ,1
1539,1539,bitch wanna be dr doom so bad,1
1540,1540,whaaahhh    damn thank yall 32 million views in a weeek is crazy ,1
1541,1541,april fools day  just kidding its a picture of the idiot who screwed up america now is fighting h…,1
1542,1542,i hope a girl views me like this because damn am i ugly,1
1543,1543,fuck it im going to pold dancing classes    ,0
1544,1544,holy crap on a cracker people  its a repave   move on ,1
1545,1545,damn yall feeling me ainnit   but cam you already know tha dealdont play stupid    set sumn up bitch,0
1546,1546,erm some of us are retarded thats why  aka me,1
1547,1547,i know the game i should teach it   cause these nigga hate for mfn reason   ,1
1548,1548,fucking insane  please pull out fellas  please ,1
1549,1549,just cause my money running like forrest gump  i got niggas hate me like im donald trump ,1
1550,1550,i fucking hate that all of you immediately decided to respond to this the way you all did,1
1551,1551, two things that i just cant respect     a fuck nigga and a lyin ass bitch  dolphhhhh   ,1
1552,1552,have u heard reported why europe has been decimated me neither the idiots policys on syria iraq libya  loons need 2be tarred and feathered,1
1553,1553,if you picked uconn youre an idiot,1
1554,1554,still think that brock ending the streak was fucking stupid booking,1
1555,1555,no they couldnt you retard,1
1556,1556,how do i complain please  charged a cancellation fee for a driver whi didnt show up or answer phone    fucking cowboys ,1
1557,1557,measured ur a fucking idiot dude wake up,1
1558,1558,hate when some 1 starts to tell me something then says nvm like na nigga you gotta tell me now ,1
1559,1559, cheating is played out  grow the fuck up   ,1
1560,1560,imagine fucking up so bad that people protest you on all seven continents ,0
1561,1561,whaaahhh    damn thank yall 32 million views in a weeek is crazy ,1
1562,1562,oh my god yes  fuck photoshop always hated it  ,0
1563,1563,[announcement] iu with oh hyuk will be out at 6pm today  melon tutorial to stream and dld …,1
1564,1564,my niece started her fucking period  the world is ending,1
1565,1565,hello idiots there is no difference between trump yesterday and trump today  hes still crazy dangerous  and under…,1
1566,1566,i need me a bad bitch to takeover my snapchat i get up to 43k views on snap dm me  takeover  if u tryna make ya sna…,1
1567,1567,damn   all my mama say is  you not too sick to be on that damn phone ,0
1568,1568,sick douche lordt jock who never got stabbed smh,0
1569,1569,tit for tat   daughter judge made doubtful orders in gujrat encounter cases  now her father cm charged by cbi,1
1570,1570,youre automatically an ugly bitch if u fight over niggas ew,1
1571,1571,ohh look  an idiot,1
1572,1572,check this idiot out  thinks scurvy somehow disproves atheism and darwin  what a tool ,1
1573,1573,who is this idiot representing the cab trade on lbc ,1
1574,1574,look all of the people who have colored this idiots soul ,1
1575,1575,bernie you are an idiot you will always be an idiot on friday judge gorsuch will be scotus and you will still be an idiot,1
1576,1576,i fucking hate ratchet ass memphis hoessss️️️️,1
1577,1577,i am not paying for the fucking filibuster       ,0
1578,1578,bro i cant fucking wait for the video   screensharing    aaaaaaaa  you said soon like 2 months ago  ,1
1579,1579,hate when niggas wanna try you just cause of the bitches they met in their life ,1
1580,1580,hated her sneaky ass,1
1581,1581,for all of you females who want hood niggas so bad watch this and learn ,1
1582,1582,i keep getting fucked over  im done with everybody and everything,1
1583,1583,its this level of fellating that permits that idiot to keep pulling all the fascist stunts he does…,1
1584,1584,fucking a ,1
1585,1585,but yeah  keep making your stupid fucking jokes and memes,0
1586,1586,just incase youre having a bad day  heres a pudgy bird,1
1587,1587,insane  utterly fucking insane ,1
1588,1588,damn   all my mama say is  you not too sick to be on that damn phone ,1
1589,1589,this is a real fucking subtitle that bighit put in their dvd,1
1590,1590,stupid bitch ran off without paying ,1
1591,1591,bullshit   can you smell the bullshit  trump bullshit morons  out in force ,1
1592,1592,ddt is a finish   idiots using it dont get it,0
1593,1593,this is a retarded question but whats the pokemon in your avatar,1
1594,1594,trumps on one of his tantrums    fuck you your lies are pathetic  give up with your bs already  yo…,1
1595,1595,i hope kim jong un was watching assad get his ass handed to him tonight  so kim doesnt do anything stupid  ,1
1596,1596,is bad  jihadis also bad would still be bad w assad gone  assad is an asshole but he didnt create,1
1597,1597,bitch youre fucking stupid,1
1598,1598,trail of lies baby get with it because they are fucking sick,1
1599,1599,can an ass be tragic  to perish under a burden one can neither bear nor throw off  the case of the philosopher  friedrich nietzsche,1
1600,1600,but youre the bloody one whos giving the cold replies you fuckin prick,1
1601,1601,fucking disgusting  havent seen hooliganism like this since the 80s   ,1
1602,1602,[  ] trending on melon search ,1
1603,1603,having a bad day  heres a puppy eating a banana,1
1604,1604,if you fwm bitches gone hate on you just cause you with me,1
1605,1605,ohhhhhh shit         i dont fuckin believe it    those fuckin traitors   ,1
1606,1606,horse face hoe stop playing before i show the world yo lil ugly ass,1
1607,1607,i hate the assholes who dont turn off there brights    but then again im the asshole,1
1608,1608,e all the way  giving you bitches the cold shoulder   ,1
1609,1609,her  shut up ugly me  what ill beat yo ass her  oh mah gawd  ,1
1610,1610,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1611,1611,damn i thought this was a prank call im just laughing  but this is real im sad now   ,1
1612,1612,i am reading the fellowship of the ring and i swear i dont remember boromir being so damn annoying,1
1613,1613,tell ur ugly ass friend lori to hop off your phone,1
1614,1614,im the evil hearted prim that will always never care  its in my veins  if it aint xo then it gotta fuckin go  goodnight ,1
1615,1615,shocking stockings lesbianation,1
1616,1616,normani did u rest  bad bitches needs to,1
1617,1617,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1618,1618,dont be a boring bitch  if thats your nigga  suck that nigga dick ,0
1619,1619,abc news reports that syria moved personnel  equipment  and aircraft from the base before the strikes ,1
1620,1620,i fucking hate donald trump and e v e r y o n e who voted for him,1
1621,1621,oh knowing her its gonna be that fuckin bad  trust me  lady troll is a fuckin trick ,1
1622,1622,wife titfuck painful,1
1623,1623,[rains nonstop for 2 days] wife  we almost need an ark me  the boat or the thing that melts nazi faces  wife  me …,0
1624,1624,fact  wine grapes rank number one among the world’s fruit crops in    acres planted,1
1625,1625,all these fuckers who thought email and a nebulous speech to goldman sachs were disqualifying look real fucking petty and…,1
1626,1626,imagine being this fucking retarded and thinking he is a bandwagon  been a fan of those teams since you were a see…,1
1627,1627,stop fucking sleeping on,1
1628,1628,ur like a cop its honestly fucking annoying,1
1629,1629,this makes me fucking sick   does it you    ,1
1630,1630,me  im getting sick mom  cuz u be on that damn phone,1
1631,1631,this why i fucking hate group projects,1
1632,1632,anyways then after shinee i went to work the day after aka no sleep  i got rlly fuckin sick at retreat recovering rn ,1
1633,1633,women  huh  said the cop spoiler alert  hes not just playing bad cop  hes also just an asshole,1
1634,1634,its so fucked up that girls have to sit around and cry over stupid boys,1
1635,1635,horse face hoe stop playing before i show the world yo lil ugly ass,1
1636,1636,are you fucking kidding    you had a panel to discuss womens rights with no women     ,1
1637,1637,sean spicer is a blithering idiot who will repeat anything trump tells him ,1
1638,1638,youre an idiot,1
1639,1639,fucking idiots        please do not oust over a,1
1640,1640,im a bad bitch u cant kill me,1
1641,1641,sorry darlin  not gonna work  youre in my heart  and that lil sum bitch sees all   ,1
1642,1642,joanna stern is so fucking annoying please stop doing this,1
1643,1643,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1644,1644,[press] 170403 kuan lin and seon ho produce 101 season 2 press conference,1
1645,1645,some might say just do it because thats what men do  i agree but say something lil ugly ill let that door slam on ya fuckin head,1
1646,1646,niggas want they dick sucked so bad but shame girls when they do,0
1647,1647,i swear to god if i get sick im gonna be so pissed,1
1648,1648,i hate when ppl say  who hurt you  like bitch everybody why,1
1649,1649,dont fall stupid for these niggas words  let these niggas show u actions,1
1650,1650,what were you doing during the vietnam war  draft dodging  fucking whores and trying not to get the clap  some hero ,1
1651,1651,something something idiot,1
1652,1652,imagine fucking up so bad that people protest you on all seven continents ,1
1653,1653,take yo ugly ass energy somewhere else,1
1654,1654,mike pence  fuck you too  you racist homophobe  youre worst than trump  you suck ,1
1655,1655,i keep a bad bitch all around me ,1
1656,1656,oh imagine that  its fucking non sense  whod have dreamt it  the stupid sheep already believe though ,1
1657,1657,we just launched missiles at syria     are we going to war   what the f ck    this idiot has been in office for a couple months and already ,1
1658,1658,video   idiot liberals now consider milk “racist”,1
1659,1659,if u say baseball is boring than your an ignorant dumbass tbh,1
1660,1660,thats my fucking mom   i cant wait for this ,1
1661,1661,  nasty slut  this daddys pussy  ,1
1662,1662,this is fucking evil,1
1663,1663,this how idiots on here operate    i woke up to a hopsin song playing on my tv  i tweet he can rap from that twee…,1
1664,1664,the way men think is so fucking stupid,1
1665,1665,and she still is  you motherfuckers are sick i tell you ,1
1666,1666,nah i do agree bc you could be a 4 0 student not get to graduate bc you didnt pass those stupid ass tests ,1
1667,1667,im stingy as fuck with my food  my man  my friends  basically anything thats mineeeeee          ,1
1668,1668,one day im gonna be that annoying bitch who posts videos sucking on her mans nose and kissing him all over,1
1669,1669,it makes me sick to my stomach to see how bitches dont care about they self respect ,1
1670,1670,shout out to wwe partnering with ffxiv tho shits sick,1
1671,1671,this isnt a dairy farm simulator    its a stupid fucking minigame  come on peta,1
1672,1672,she is a bloody disgrace she is unfit 2 be primeminister how the hell do this tory lot sleep at nite se…,1
1673,1673,if you have been called ugly fat worthless cunt bitch fag slut an army brat whore emo freak lezbo nerd monster etc  ,1
1674,1674,clay is so fucking annoying he asks questions every 5 seconds and never goes with the flow just shut up and listen idk how yall claim,1
1675,1675,what a joke this league is so g  damn stupid now and then there is guys like i that make no,1
1676,1676,i fucking hate yall,1
1677,1677,hap birth stupid hoe,1
1678,1678,pull up shit will be lit asf      ,1
1679,1679,damn it hawk those are some quality calls i wish i could be as bad at my job as is at his  where did you find this guy,1
1680,1680,mcconnell   do you have alzheimers    you are an idiot just like trump ,1
1681,1681,dont go with this fake pig crap eating idiots network  one of the worst piss drinkers,1
1682,1682,im so fucking for sunday  i cant wait to see entrance,1
1683,1683,when your mom whoops ya ass but you still a bad bihhh ,1
1684,1684,every side of san antonio bad nigga she banging by the dominions ,1
1685,1685,i hate a frontin ass person  stay from around me    perioddd,1
1686,1686,dont let idiots ruin your day ,1
1687,1687,we should do a challenge where everyone turns off the autocorrect for their smartphone lets see how retarded people are,1
1688,1688,the detroit bullshit then this  how much bad luck in one day ,1
1689,1689,if you dont like your life fucking change  hate the job  quit  s o stresses you out  dump their ass  toxic friends  d…,1
1690,1690,how can you be that evil man  rot in prison ya fucks,1
1691,1691,i hate when they boyfriends cock block   go play 2k nigga ,1
1692,1692,i hate all you niggas,0
1693,1693,the worst hoe is a hoe who cant admit she was a hoe  ,1
1694,1694,fucking ganadora  ,1
1695,1695,thats what i fucking hate  every defender just backing off and letting aguero take on the shot  make some bloody tackle ,1
1696,1696,hey wassup u bad energy spreading motherfucker,1
1697,1697,cheapest bad ass off road tires,1
1698,1698,brutal makes her pussy flow,1
1699,1699,some of you have horrible characteristics lmaoooo damn,1
1700,1700,i hate a  girls that smoke are ugly  ass nigga,1
1701,1701,once you hate someone  everything they do is offensive  look at this bitch  eating those fucking crackers like she owns…,1
1702,1702,prime is fucking evil        ,1
1703,1703,i have bad ass anger issues so dont try to get on my nerves ,1
1704,1704,bitch you use to be a fucking gladiator  i dont know why your ginger ass aint look these ppl up b4 you went into bed with them ,0
1705,1705,abc news reports that syria moved personnel  equipment  and aircraft from the base before the strikes ,1
1706,1706,this looks like a retarded class field trip,1
1707,1707,where the bloody hell is balor    ,1
1708,1708,sometimes u just wanna say  disgusting ass bitch  but u remember its just your period   chill out ,1
1709,1709,buh bye  u chicken dick nazi filthy bas turd,1
1710,1710,me  your sons a pompous ass and playing with my feelings his mother  i know my sons retarded me ,1
1711,1711,i hate ungrateful bitches ,1
1712,1712, 508   i feel like captain morgan put his peg leg up my ass,1
1713,1713,yooooo this song is fucking lit       repeatttttt,1
1714,1714,eww  i dont want that nasty mayor of whoville ass with girl hair now  ,1
1715,1715,call a girl a  bitch  and shell get offended but if you put  bad  in front of bitch shell swear she a queen,1
1716,1716,when im sick my mom beats my ass for complaining and then makes me go to school,1
1717,1717,cocksuck underground nasty,1
1718,1718,i give you swedens leaders   kissing islams arse doesnt work   you are still filthy kaffir killing you is a gate…,1
1719,1719,que fucked up es 13 reasons why  lpm carajo ,1
1720,1720,do girls think guys flex muscles n stroke their cocks before taking pics bc thats basically what pathetic girls do in every pic,1
1721,1721,yeah the newest one   its called hotel o think and its fucked  ,1
1722,1722,worst part about getting highlights is sitting under the damn heat ,1
1723,1723, 912  436 2614 everybody text this number say yo momma a hoe,1
1724,1724,this is my fucking twitter  if i wanna post a picture of me sucking dick ima post it    i can post whatever the fuck i wan…,1
1725,1725,out of mouth of someone who worked for obama what a fucking idiot,1
1726,1726,man i hate when a nigga cock blocking at the function   im tryna get laid tonight   ,0
1727,1727,bloody hell how did you walk in them ,1
1728,1728,youre getting that ugly ass dragged   delete,1
1729,1729,everyone at salon is a fucking moron ,1
1730,1730,you say you hate me but you stalk my page  you fucking hypocrite,1
1731,1731,kinda wanna text u  kinda dont wanna feel like an idiot,1
1732,1732,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
1733,1733,yoooooo rise n grind  theres a bag out there  get the fuck up and get to it  lets go     ,0
1734,1734, someone please take twitter away from me  i cant be trusted with it and im making a tit of myself ,1
1735,1735,why the hell is this franchise so unable to scout develop pitching  pathetic ,1
1736,1736,const requires 2 3ds vote to override a presidential veto  according to idiot mccain  it also takes 2 3ds vote to pass law…,1
1737,1737, 508   i feel like captain morgan put his peg leg up my ass,1
1738,1738,ima get it in til da day that i go  niggas dont act like niggas no mo  hate when niggas act like they aint from t…,1
1739,1739,im a nasty ass freak when i like you  ,1
1740,1740,but youre the bloody one whos giving the cold replies you fuckin prick,0
1741,1741,im an idiot wottice,1
1742,1742,that nigga was digging me out like he hated me  idk if i can ever take dick like that again ,1
1743,1743,niggas hate apologizing but always doing something they need to apologize for,1
1744,1744,she rocked his ass tbh i feel bad for bruh but s o to who raised him,1
1745,1745,i just face timed 12 ppl and all u bitches didnt answer  i fuckin hate everyone im going to sleep,0
1746,1746,abc news reports that syria moved personnel  equipment  and aircraft from the base before the strikes ,1
1747,1747,isnt that a fucked up point of reference   just have faith in god  he is somewhere     nigga  where ,0
1748,1748,well done for trying sir  these stop the west idiots need a dose of truth ,1
1749,1749,god  these fucking people  grrr ,1
1750,1750,pornhub has some sick motherfuckers on their prank team,1
1751,1751,i hate a frontin ass person  stay from around me    perioddd,0
1752,1752,[pann] 170401 heol eppis  were on melons hall of fame   ,1
1753,1753,yall look at this     all he need is the fucking streams literally thats it ,1
1754,1754,i hope somebody assasinate this racist bitch shove driver responsibility and that nasty ass mole up your ass whorebag bitch ,1
1755,1755,he could have laid her stupid ass out with one hit if he wanted to,1
1756,1756,sometimes restraining myself from calling someone an idiot is a very difficult effort t…,1
1757,1757,bad bitch level bradley james,1
1758,1758,keep in mind  trump has no idea what the hell hes doing on any issue  if you thought was bad  wait…,1
1759,1759,ur my rocky dr toni bark keep slamming these idiot reporter said peddling vaccine injury i am one…,1
1760,1760,mfs should not have iphone 5cs those shits so ugly,1
1761,1761,people make me fucking sick,0
1762,1762,[chart] winner climbs up to on melon  come on park inseos we can do this,0
1763,1763,the worst one for me is zach  she was totally vulnerable and he was pissed off because she didnt trust him     ,1
1764,1764,wait a minute    arent these our troops  and dont these trump idiots work for us  somebody …,1
1765,1765,congrats to all the blithering idiots who elected this a  hole  trump just signed away your internet privacy,1
1766,1766,this fucking ugly rat,1
1767,1767,slippers   with my ugly ass toes   nah,1
1768,1768,i just kaies bonsens and itwas so boring im pissed,1
1769,1769,bc these bitches really miserable scary asf ,1
1770,1770,wp bad as la times  ny times and the trash abc nets on tv,1
1771,1771,when you been texting her all day y no te responde  but you go on twitter and she tweets  diablo why ugly niggas al…,1
1772,1772,this what happens when bitch ass niggas hate on lil pump,1
1773,1773,beat my ass if i ever let a man make me look stupid,0
1774,1774,islamic state says u s  being run by an idiot,0
1775,1775,i wanna be fucked   meet me here,1
1776,1776,i wanna be fucked   find my name here,1
1777,1777,is this idiot from this planet there are two genders my friend get a grip,1
1778,1778,its insane that literally everything you do you tweeted about how its a bad idea before you fucking wingding,1
1779,1779,i wouldnt be this mad if my hair was fucking done    ,1
1780,1780,he was so angry    out here soundin like bobby bitch what did i do wrong who hurt you  ,1
1781,1781,so all christians and muslims hate gays and trans 10 out 10,0
1782,1782,eastenders spoiler  mick carter delivers a devastating bombshell   ,1
1783,1783,[2008] the all american rejects   gives you hell,1
1784,1784,yall have ugly ass souls and it shows on your face,0
1785,1785,drake coulda atleast showed up for the video shoot for  closer    had our man wizzy looking retarded tryna dance like dra…,1
1786,1786,i fucking hate courtney bryce from 13 reasons why like she is deadass trying to justify a rapist girl bye,1
1787,1787,thats what his stupid ass get  ,0
1788,1788,why you so bad  like damn ma,0
1789,1789,wish i listened to what people said about u  now i just feel like an idiot,1
1790,1790,i fucking hate people who take a bite of their food then immediately pour their drink in their mouth and chew it all up t…,1
1791,1791,omg i hate my fucking life i miss one people i hate fucking my mom i dont see my dad etc please said me why     im in…,1
1792,1792, try getting a reservation at dorsia now you fucking stupid bastard  ,1
1793,1793,yes but this idiot is also sending troops in harms way and nobody is talking about it,1
1794,1794,today you idiots are out of dishes for the egg bites and just throw the eggs in the bag  what is wrong with you people   idiots ,1
1795,1795,y dont u run 4 office n mexico u anti us lawless democrat piece of sh t   u care nothing 4 the idiots wh…,1
1796,1796,happening now  getting my butthole brutally punch fucked at in berkeley ,1
1797,1797,fucking redneck okies ,1
1798,1798,i hate when a guy tells me to eat a dick  now i have to get out spices  find my meat cleaver  boil a pot of water and cha…,1
1799,1799, how come you never hmu  ass bitches be da worst,1
1800,1800,the gf gives me a nasty deepthroat blowjob in the bathtub,1
1801,1801,wizkid wrote one dance for drake and this idiot they call drake didnt even show up for the video smh ,1
1802,1802,why is bernie attacking hillary clinton after trumps worst week in office  fuck i hate this loser now,1
1803,1803,they act like its fucking fireworks  ,1
1804,1804,when your mom whoops ya ass but you still a bad bihhh ,1
1805,1805,nyc_kicks_collectors photo this nigga retarded,0
1806,1806,the force awakens  a bad lip reading mark hamill as han solo,1
1807,1807,[   ] winner trending on melon search,1
1808,1808,all i ever wanted was a bad bitch wit a fat ass and her nipples pierced ,0
1809,1809,abc news reports that syria moved personnel  equipment  and aircraft from the base before the strikes ,1
1810,1810,me waiting on a bitch to jump stupid,1
1811,1811,if i gotta be a bitch imma be a bad one,1
1812,1812,dont let an idiot ruin your day ,1
1813,1813,im sick of bitching about things that are beyond my control ,1
1814,1814,still fucking shocked,1
1815,1815,jesus  the get out sequel looks fucking terrifying,1
1816,1816,[] winner   fate number for melon mnet naver,1
1817,1817,ana  blackwatch is suspended mccree  skyping in from london   slaps his ass on camera  suspend this ,1
1818,1818,why did i post this twice  am i retarded,1
1819,1819,nbs yo too bad our couches folded on niggas,1
1820,1820,france deploys 5 air force mq 9 reaper uavs at niamey air base niger against terrorist groups in the sahel via…,1
1821,1821,your mcm tweets like a fucking moron ,1
1822,1822,the number 1 angel shows are gonna be fucking wiiiiild   opening in sf ny with joining in n…,1
1823,1823,tour   dublin   fucking hell     ️,1
1824,1824,in p5  worst case scenario is you get a bad item and they leave  in mainline  they steal your items  money  sp  hp  and kick you in the dick,1
1825,1825,put a dick in your mouth  then maybe you wouldnt need me to listen to all of your imperious bullshit  you stupid twat …,1
1826,1826,bad bitches dont take days off,1
1827,1827,rule dont be the asshole to flirt with a girl and call her ugly after your ass gets rejected,1
1828,1828,30k+ people retweeted this idiot not realizing hillary clinton spoke in favor of bombing syria yesterday with a lar…,1
1829,1829,today   going to start a pre order for a fuck machine video     the vid will be 200 tokens  goes towards me getting the m…,1
1830,1830,that one was the worst one out of the 3 strikes lmfaoooo nigga said eat a banana then get drugged just cuz…,1
1831,1831,them people who mad and act like they dont know why you cut the ass off   ,0
1832,1832,its getting so boring some of the camera crews have resorted to bird watching  xdddd,1
1833,1833,i bet hes wearing that fucking stupid ass tech vest ,1
1834,1834,and now you want to help her raise her surfer child… omg are these fuckers fucking    oh look… guess who else is pregnant …,1
1835,1835,this is what can happen whenever you box anyone u fucking moron not just your friend ,1
1836,1836,i think at this point the stock answer to why he does literally anything is   uhhh  cause hes a fuckin idiot  ,0
1837,1837,im so sunburnt i could b mistaken for a man who had forgotten sunblock thats not what i am  im just an idiot and did…,1
1838,1838,fuck fake friends we dont need em    ,1
1839,1839, it takes a village to raise a child  ffs and a village idiot to believe that hillary nwo slogan  princ   ,0
1840,1840,crackers n smash are going to have a problem  any of these bots which face against carbide again are gonna have a bad time ,1
1841,1841,why did that idiot call the police ,1
1842,1842,pineapple is so nasty  it’s so sour and evil  and in fruit cup form  its fuckin demonic,1
1843,1843,this is so painful already fuck maid dragon        ,1
1844,1844,im so stupid  i should gave this pic to georg omg  why did i remember this fucking now,1
1845,1845,bitches be boosie bad ass until it time to fight  then they a no show,1
1846,1846,them people who mad and act like they dont know why you cut the ass off   ,1
1847,1847,so  i found this sick ass reptar shirt ,1
1848,1848,if your nigga is cheating on you and you check the bitch before you check yo nigga you a stupid bitch  she dont owe you…,1
1849,1849,when you let you retarded cousin smoke tree ,1
1850,1850,being a dem u all look like idiots considering u voted for gorsuch as a circuit judge ,1
